ENSEMBL_gene,HGNC_symbol,a,b,HGNC_symbol_unique
ENSMUSG00000125537,Gm69977,-1,-1,Gm69977-125537
ENSMUSG00000130946,Gm70484,-1,-1,Gm70484-130946
ENSMUSG00000128564,Gm70268,-1,-1,Gm70268-128564
ENSMUSG00000136558,Gm70795,-1,-1,Gm70795-136558
ENSMUSG00000130908,Gm71310,-1,-1,Gm71310-130908
ENSMUSG00000142313,Gm71311,-1,-1,Gm71311-142313
ENSMUSG00000142273,Gm71121,-1,-1,Gm71121-142273
ENSMUSG00000142356,Gm71127,-1,-1,Gm71127-142356
ENSMUSG00000131558,Gm71634,-1,-1,Gm71634-131558
ENSMUSG00000131597,Gm70531,-1,-1,Gm70531-131597
ENSMUSG00000127037,Gm70102,-1,-1,Gm70102-127037
ENSMUSG00000128431,Gm31771,-1,-1,Gm31771-128431
ENSMUSG00000129292,Gm51640,-1,-1,Gm51640-129292
ENSMUSG00000132463,Gm70564,-1,-1,Gm70564-132463
ENSMUSG00000127975,Gm70200,-1,-1,Gm70200-127975
ENSMUSG00000124825,Gm51641,-1,-1,Gm51641-124825
ENSMUSG00000129645,Gm53575,-1,-1,Gm53575-129645
ENSMUSG00000124561,Gm41923,-1,-1,Gm41923-124561
ENSMUSG00000141987,Gm71095,-1,-1,Gm71095-141987
ENSMUSG00000141169,Gm71038,-1,-1,Gm71038-141169
ENSMUSG00000122732,Gm31973,-1,-1,Gm31973-122732
ENSMUSG00000140234,Gm70995,-1,-1,Gm70995-140234
ENSMUSG00000130606,Gm70454,-1,-1,Gm70454-130606
ENSMUSG00000138334,Gm70891,-1,-1,Gm70891-138334
ENSMUSG00000129424,Gm70362,-1,-1,Gm70362-129424
ENSMUSG00000122093,Gm69374,-1,-1,Gm69374-122093
ENSMUSG00000130871,Gm70476,-1,-1,Gm70476-130871
ENSMUSG00000140182,Gm70991,-1,-1,Gm70991-140182
ENSMUSG00000130815,Gm70470,-1,-1,Gm70470-130815
ENSMUSG00000129405,Gm70360,-1,-1,Gm70360-129405
ENSMUSG00000129369,Gm70358,-1,-1,Gm70358-129369
ENSMUSG00000124123,Gm69635,-1,-1,Gm69635-124123
ENSMUSG00000131005,Gm70489,-1,-1,Gm70489-131005
ENSMUSG00000131038,Gm70493,-1,-1,Gm70493-131038
ENSMUSG00000141333,Gm71053,-1,-1,Gm71053-141333
ENSMUSG00000141252,Gm71044,-1,-1,Gm71044-141252
ENSMUSG00000141370,Gm71057,-1,-1,Gm71057-141370
ENSMUSG00000141410,Gm71061,-1,-1,Gm71061-141410
ENSMUSG00000140718,Gm71012,-1,-1,Gm71012-140718
ENSMUSG00000133285,Gm70609,-1,-1,Gm70609-133285
ENSMUSG00000132547,Gm41926,-1,-1,Gm41926-132547
ENSMUSG00000132589,Gm70569,-1,-1,Gm70569-132589
ENSMUSG00000139604,Gm70959,-1,-1,Gm70959-139604
ENSMUSG00000123710,Gm41927,-1,-1,Gm41927-123710
ENSMUSG00000125471,Gm69967,-1,-1,Gm69967-125471
ENSMUSG00000122253,Gm69396,-1,-1,Gm69396-122253
ENSMUSG00000131524,Gm70522,-1,-1,Gm70522-131524
ENSMUSG00000136368,Gm70782,-1,-1,Gm70782-136368
ENSMUSG00000136449,Gm70789,-1,-1,Gm70789-136449
ENSMUSG00000140838,Gm71022,-1,-1,Gm71022-140838
ENSMUSG00000136117,Gm70772,-1,-1,Gm70772-136117
ENSMUSG00000127943,Gm70194,-1,-1,Gm70194-127943
ENSMUSG00000131916,Gm70544,-1,-1,Gm70544-131916
ENSMUSG00000143597,Gm71330,-1,-1,Gm71330-143597
ENSMUSG00000134657,Gm70680,-1,-1,Gm70680-134657
ENSMUSG00000134315,Gm70655,-1,-1,Gm70655-134315
ENSMUSG00000134875,Gm70690,-1,-1,Gm70690-134875
ENSMUSG00000129908,Gm70415,-1,-1,Gm70415-129908
ENSMUSG00000139016,Gm41930,-1,-1,Gm41930-139016
ENSMUSG00000127436,4921525D07Rik,-1,-1,4921525D07Rik-127436
ENSMUSG00000131718,Gm70537,-1,-1,Gm70537-131718
ENSMUSG00000134912,Gm70694,-1,-1,Gm70694-134912
ENSMUSG00000123280,Gm69547,-1,-1,Gm69547-123280
ENSMUSG00000136369,ENSMUSG00000136369,-1,-1,ENSMUSG00000136369-136369
ENSMUSG00000136323,Gm53578,-1,-1,Gm53578-136323
ENSMUSG00000137763,Gm41932,-1,-1,Gm41932-137763
ENSMUSG00000142228,Gm71116,-1,-1,Gm71116-142228
ENSMUSG00000136030,Gm70769,-1,-1,Gm70769-136030
ENSMUSG00000129564,Gm70375,-1,-1,Gm70375-129564
ENSMUSG00000130202,Gm70438,-1,-1,Gm70438-130202
ENSMUSG00000139566,Gm70956,-1,-1,Gm70956-139566
ENSMUSG00000127512,Gm33042,-1,-1,Gm33042-127512
ENSMUSG00000127557,Gm70172,-1,-1,Gm70172-127557
ENSMUSG00000125930,Gm70001,-1,-1,Gm70001-125930
ENSMUSG00000140197,Gm70993,-1,-1,Gm70993-140197
ENSMUSG00000139896,Gm70976,-1,-1,Gm70976-139896
ENSMUSG00000134635,Gm70677,-1,-1,Gm70677-134635
ENSMUSG00000121618,Gm50605,-1,-1,Gm50605-121618
ENSMUSG00000135338,Gm70733,-1,-1,Gm70733-135338
ENSMUSG00000122112,Gm69382,-1,-1,Gm69382-122112
ENSMUSG00000130088,Gm70431,-1,-1,Gm70431-130088
ENSMUSG00000125639,Gm69984,-1,-1,Gm69984-125639
ENSMUSG00000130328,Gm71366,-1,-1,Gm71366-130328
ENSMUSG00000126096,Gm70019,-1,-1,Gm70019-126096
ENSMUSG00000126555,Gm70069,-1,-1,Gm70069-126555
ENSMUSG00000126588,Gm70072,-1,-1,Gm70072-126588
ENSMUSG00000131797,Gm70540,-1,-1,Gm70540-131797
ENSMUSG00000138991,Gm70925,-1,-1,Gm70925-138991
ENSMUSG00000138903,Gm70918,-1,-1,Gm70918-138903
ENSMUSG00000138947,Gm41934,-1,-1,Gm41934-138947
ENSMUSG00000142643,Gm71139,-1,-1,Gm71139-142643
ENSMUSG00000140029,Gm46144,-1,-1,Gm46144-140029
ENSMUSG00000139153,Gm70931,-1,-1,Gm70931-139153
ENSMUSG00000139194,Gm70933,-1,-1,Gm70933-139194
ENSMUSG00000139113,Gm33388,-1,-1,Gm33388-139113
ENSMUSG00000143532,Gm71191,-1,-1,Gm71191-143532
ENSMUSG00000130771,Gm41935,-1,-1,Gm41935-130771
ENSMUSG00000143912,Gm33490,-1,-1,Gm33490-143912
ENSMUSG00000143950,ENSMUSG00000143950,-1,-1,ENSMUSG00000143950-143950
ENSMUSG00000140704,Gm71011,-1,-1,Gm71011-140704
ENSMUSG00000137869,Gm70867,-1,-1,Gm70867-137869
ENSMUSG00000130163,Gm70433,-1,-1,Gm70433-130163
ENSMUSG00000132290,Gm33817,-1,-1,Gm33817-132290
ENSMUSG00000122377,Gm33764,-1,-1,Gm33764-122377
ENSMUSG00000131127,Gm41937,-1,-1,Gm41937-131127
ENSMUSG00000131086,Gm41938,-1,-1,Gm41938-131086
ENSMUSG00000131159,Gm70498,-1,-1,Gm70498-131159
ENSMUSG00000140008,Gm70979,-1,-1,Gm70979-140008
ENSMUSG00000143527,Gm46154,-1,-1,Gm46154-143527
ENSMUSG00000123457,Gm69561,-1,-1,Gm69561-123457
ENSMUSG00000124351,Gm34352,-1,-1,Gm34352-124351
ENSMUSG00000141144,Gm34698,-1,-1,Gm34698-141144
ENSMUSG00000122411,Gm69421,-1,-1,Gm69421-122411
ENSMUSG00000122345,ENSMUSG00000122345,-1,-1,ENSMUSG00000122345-122345
ENSMUSG00000122492,Gm69427,-1,-1,Gm69427-122492
ENSMUSG00000122451,Gm69424,-1,-1,Gm69424-122451
ENSMUSG00000122535,Gm69430,-1,-1,Gm69430-122535
ENSMUSG00000133579,Gm35243,-1,-1,Gm35243-133579
ENSMUSG00000133614,Gm70632,-1,-1,Gm70632-133614
ENSMUSG00000141363,Gm71055,-1,-1,Gm71055-141363
ENSMUSG00000123230,Gm69539,-1,-1,Gm69539-123230
ENSMUSG00000143580,Gm71195,-1,-1,Gm71195-143580
ENSMUSG00000137754,Gm70858,-1,-1,Gm70858-137754
ENSMUSG00000130917,Gm70478,-1,-1,Gm70478-130917
ENSMUSG00000126279,Gm70032,-1,-1,Gm70032-126279
ENSMUSG00000129205,Gm70346,-1,-1,Gm70346-129205
ENSMUSG00000129247,Gm35355,-1,-1,Gm35355-129247
ENSMUSG00000139719,Gm70967,-1,-1,Gm70967-139719
ENSMUSG00000139504,Gm70950,-1,-1,Gm70950-139504
ENSMUSG00000124959,Gm69871,-1,-1,Gm69871-124959
ENSMUSG00000129990,Gm70424,-1,-1,Gm70424-129990
ENSMUSG00000123920,Gm69623,-1,-1,Gm69623-123920
ENSMUSG00000142447,Gm41943,-1,-1,Gm41943-142447
ENSMUSG00000142491,Gm71131,-1,-1,Gm71131-142491
ENSMUSG00000122602,Gm69438,-1,-1,Gm69438-122602
ENSMUSG00000122645,Gm69442,-1,-1,Gm69442-122645
ENSMUSG00000134051,Gm70646,-1,-1,Gm70646-134051
ENSMUSG00000138763,Gm51747,-1,-1,Gm51747-138763
ENSMUSG00000138804,Gm70911,-1,-1,Gm70911-138804
ENSMUSG00000139507,Gm70951,-1,-1,Gm70951-139507
ENSMUSG00000128696,Gm70272,-1,-1,Gm70272-128696
ENSMUSG00000128654,Gm70271,-1,-1,Gm70271-128654
ENSMUSG00000141830,Gm71087,-1,-1,Gm71087-141830
ENSMUSG00000129537,Gm70373,-1,-1,Gm70373-129537
ENSMUSG00000141506,Gm71068,-1,-1,Gm71068-141506
ENSMUSG00000139737,Gm70971,-1,-1,Gm70971-139737
ENSMUSG00000139775,Gm70972,-1,-1,Gm70972-139775
ENSMUSG00000136715,Gm70801,-1,-1,Gm70801-136715
ENSMUSG00000133042,Gm70593,-1,-1,Gm70593-133042
ENSMUSG00000129978,Gm70423,-1,-1,Gm70423-129978
ENSMUSG00000122545,Gm69431,-1,-1,Gm69431-122545
ENSMUSG00000127452,Gm70149,-1,-1,Gm70149-127452
ENSMUSG00000140835,Gm71021,-1,-1,Gm71021-140835
ENSMUSG00000121928,ENSMUSG00000121928,-1,-1,ENSMUSG00000121928-121928
ENSMUSG00000136954,Gm70818,-1,-1,Gm70818-136954
ENSMUSG00000142192,Gm71114,-1,-1,Gm71114-142192
ENSMUSG00000129110,Gm70341,-1,-1,Gm70341-129110
ENSMUSG00000136923,Gm70816,-1,-1,Gm70816-136923
ENSMUSG00000137827,Gm51643,-1,-1,Gm51643-137827
ENSMUSG00000126091,Gm70016,-1,-1,Gm70016-126091
ENSMUSG00000126129,Gm70021,-1,-1,Gm70021-126129
ENSMUSG00000137878,Gm51644,-1,-1,Gm51644-137878
ENSMUSG00000137954,Gm70874,-1,-1,Gm70874-137954
ENSMUSG00000137984,Gm70877,-1,-1,Gm70877-137984
ENSMUSG00000124172,Gm69637,-1,-1,Gm69637-124172
ENSMUSG00000124099,Gm69631,-1,-1,Gm69631-124099
ENSMUSG00000137753,Gm70857,-1,-1,Gm70857-137753
ENSMUSG00000137993,Gm70878,-1,-1,Gm70878-137993
ENSMUSG00000127342,Gm70121,-1,-1,Gm70121-127342
ENSMUSG00000128245,Gm70227,-1,-1,Gm70227-128245
ENSMUSG00000125681,Gm69986,-1,-1,Gm69986-125681
ENSMUSG00000132948,Gm37120,-1,-1,Gm37120-132948
ENSMUSG00000141909,Gm30242,-1,-1,Gm30242-141909
ENSMUSG00000141950,Gm30153,-1,-1,Gm30153-141950
ENSMUSG00000143163,Gm71169,-1,-1,Gm71169-143163
ENSMUSG00000134223,Gm70654,-1,-1,Gm70654-134223
ENSMUSG00000127287,ENSMUSG00000127287,-1,-1,ENSMUSG00000127287-127287
ENSMUSG00000126318,Gm30744,-1,-1,Gm30744-126318
ENSMUSG00000135179,Gm70720,-1,-1,Gm70720-135179
ENSMUSG00000135719,Gm70754,-1,-1,Gm70754-135719
ENSMUSG00000140800,Gm71019,-1,-1,Gm71019-140800
ENSMUSG00000127818,Gm70187,-1,-1,Gm70187-127818
ENSMUSG00000131931,Gm31101,-1,-1,Gm31101-131931
ENSMUSG00000124677,Gm69762,-1,-1,Gm69762-124677
ENSMUSG00000135334,Gm70732,-1,-1,Gm70732-135334
ENSMUSG00000122455,Gm31159,-1,-1,Gm31159-122455
ENSMUSG00000122495,Gm69428,-1,-1,Gm69428-122495
ENSMUSG00000141319,Gm71051,-1,-1,Gm71051-141319
ENSMUSG00000144022,Gm71285,-1,-1,Gm71285-144022
ENSMUSG00000140516,Gm71007,-1,-1,Gm71007-140516
ENSMUSG00000132352,Gm51648,-1,-1,Gm51648-132352
ENSMUSG00000138774,Gm70910,-1,-1,Gm70910-138774
ENSMUSG00000137360,Gm70838,-1,-1,Gm70838-137360
ENSMUSG00000136932,Gm70817,-1,-1,Gm70817-136932
ENSMUSG00000136900,Gm70815,-1,-1,Gm70815-136900
ENSMUSG00000132769,Gm70581,-1,-1,Gm70581-132769
ENSMUSG00000140659,Gm71008,-1,-1,Gm71008-140659
ENSMUSG00000143557,Gm71194,-1,-1,Gm71194-143557
ENSMUSG00000128372,Gm53475,-1,-1,Gm53475-128372
ENSMUSG00000144245,ENSMUSG00000144245,-1,-1,ENSMUSG00000144245-144245
ENSMUSG00000126272,Gm70031,-1,-1,Gm70031-126272
ENSMUSG00000137885,Gm70870,-1,-1,Gm70870-137885
ENSMUSG00000128131,Gm41954,-1,-1,Gm41954-128131
ENSMUSG00000128168,Gm70214,-1,-1,Gm70214-128168
ENSMUSG00000140356,Gm71002,-1,-1,Gm71002-140356
ENSMUSG00000140315,Gm71000,-1,-1,Gm71000-140315
ENSMUSG00000142259,Gm71120,-1,-1,Gm71120-142259
ENSMUSG00000133364,Gm70614,-1,-1,Gm70614-133364
ENSMUSG00000133244,Gm70605,-1,-1,Gm70605-133244
ENSMUSG00000133284,Gm70608,-1,-1,Gm70608-133284
ENSMUSG00000133325,Gm70612,-1,-1,Gm70612-133325
ENSMUSG00000130322,Gm70443,-1,-1,Gm70443-130322
ENSMUSG00000134944,Gm70697,-1,-1,Gm70697-134944
ENSMUSG00000138936,Gm70922,-1,-1,Gm70922-138936
ENSMUSG00000132617,Gm70571,-1,-1,Gm70571-132617
ENSMUSG00000136414,Gm46158,-1,-1,Gm46158-136414
ENSMUSG00000134086,Gm70647,-1,-1,Gm70647-134086
ENSMUSG00000123444,Gm69560,-1,-1,Gm69560-123444
ENSMUSG00000123358,Gm32221,-1,-1,Gm32221-123358
ENSMUSG00000130377,Gm53477,-1,-1,Gm53477-130377
ENSMUSG00000133784,Gm70637,-1,-1,Gm70637-133784
ENSMUSG00000133744,ENSMUSG00000133744,-1,-1,ENSMUSG00000133744-133744
ENSMUSG00000138665,Gm32670,-1,-1,Gm32670-138665
ENSMUSG00000144134,Gm71232,-1,-1,Gm71232-144134
ENSMUSG00000140882,Gm71027,-1,-1,Gm71027-140882
ENSMUSG00000129087,Gm70336,-1,-1,Gm70336-129087
ENSMUSG00000137967,Gm70875,-1,-1,Gm70875-137967
ENSMUSG00000137934,Gm70872,-1,-1,Gm70872-137934
ENSMUSG00000141093,Gm71036,-1,-1,Gm71036-141093
ENSMUSG00000135221,Gm70723,-1,-1,Gm70723-135221
ENSMUSG00000122414,Gm32940,-1,-1,Gm32940-122414
ENSMUSG00000135252,Gm70726,-1,-1,Gm70726-135252
ENSMUSG00000135126,Gm71638,-1,-1,Gm71638-135126
ENSMUSG00000135298,Gm70729,-1,-1,Gm70729-135298
ENSMUSG00000135211,Gm70721,-1,-1,Gm70721-135211
ENSMUSG00000135407,Gm70736,-1,-1,Gm70736-135407
ENSMUSG00000141723,Gm71079,-1,-1,Gm71079-141723
ENSMUSG00000140443,Gm71005,-1,-1,Gm71005-140443
ENSMUSG00000128518,Gm71632,-1,-1,Gm71632-128518
ENSMUSG00000139066,Gm70928,-1,-1,Gm70928-139066
ENSMUSG00000124906,Gm69845,-1,-1,Gm69845-124906
ENSMUSG00000123258,Gm69543,-1,-1,Gm69543-123258
ENSMUSG00000143353,Gm71179,-1,-1,Gm71179-143353
ENSMUSG00000131435,Gm70513,-1,-1,Gm70513-131435
ENSMUSG00000125895,Gm69995,-1,-1,Gm69995-125895
ENSMUSG00000125858,Gm69993,-1,-1,Gm69993-125858
ENSMUSG00000143464,Gm71184,-1,-1,Gm71184-143464
ENSMUSG00000126380,Gm70055,-1,-1,Gm70055-126380
ENSMUSG00000134900,Gm70692,-1,-1,Gm70692-134900
ENSMUSG00000134664,Gm34056,-1,-1,Gm34056-134664
ENSMUSG00000134744,Gm70683,-1,-1,Gm70683-134744
ENSMUSG00000134704,Gm70682,-1,-1,Gm70682-134704
ENSMUSG00000134822,Gm70686,-1,-1,Gm70686-134822
ENSMUSG00000134873,Gm70689,-1,-1,Gm70689-134873
ENSMUSG00000136467,Gm70790,-1,-1,Gm70790-136467
ENSMUSG00000128368,Gm70255,-1,-1,Gm70255-128368
ENSMUSG00000142455,Gm71129,-1,-1,Gm71129-142455
ENSMUSG00000138035,Gm70880,-1,-1,Gm70880-138035
ENSMUSG00000138117,Gm70883,-1,-1,Gm70883-138117
ENSMUSG00000138081,Gm70881,-1,-1,Gm70881-138081
ENSMUSG00000131329,Gm70510,-1,-1,Gm70510-131329
ENSMUSG00000131260,Gm70503,-1,-1,Gm70503-131260
ENSMUSG00000131291,Gm70506,-1,-1,Gm70506-131291
ENSMUSG00000137462,Gm70842,-1,-1,Gm70842-137462
ENSMUSG00000137501,Gm34306,-1,-1,Gm34306-137501
ENSMUSG00000139574,Gm70957,-1,-1,Gm70957-139574
ENSMUSG00000143475,Gm71186,-1,-1,Gm71186-143475
ENSMUSG00000129847,Gm70411,-1,-1,Gm70411-129847
ENSMUSG00000143780,Gm53479,-1,-1,Gm53479-143780
ENSMUSG00000128461,Gm70258,-1,-1,Gm70258-128461
ENSMUSG00000143369,Gm71180,-1,-1,Gm71180-143369
ENSMUSG00000122145,Gm69385,-1,-1,Gm69385-122145
ENSMUSG00000122185,Gm69389,-1,-1,Gm69389-122185
ENSMUSG00000129134,Gm70344,-1,-1,Gm70344-129134
ENSMUSG00000141391,Gm71328,-1,-1,Gm71328-141391
ENSMUSG00000134465,Gm70661,-1,-1,Gm70661-134465
ENSMUSG00000127376,Gm70139,-1,-1,Gm70139-127376
ENSMUSG00000134774,Gm70684,-1,-1,Gm70684-134774
ENSMUSG00000124614,Gm69723,-1,-1,Gm69723-124614
ENSMUSG00000141789,Gm71084,-1,-1,Gm71084-141789
ENSMUSG00000140053,Gm70983,-1,-1,Gm70983-140053
ENSMUSG00000135323,Gm70730,-1,-1,Gm70730-135323
ENSMUSG00000135477,Cfhr3,-1,-1,Cfhr3-135477
ENSMUSG00000135523,Gm70741,-1,-1,Gm70741-135523
ENSMUSG00000134785,Gm71340,-1,-1,Gm71340-134785
ENSMUSG00000142530,Gm71134,-1,-1,Gm71134-142530
ENSMUSG00000123868,Gm69619,-1,-1,Gm69619-123868
ENSMUSG00000138534,Gm35244,-1,-1,Gm35244-138534
ENSMUSG00000127016,Gm35303,-1,-1,Gm35303-127016
ENSMUSG00000122058,Gm69373,-1,-1,Gm69373-122058
ENSMUSG00000143900,Gm46161,-1,-1,Gm46161-143900
ENSMUSG00000136021,Gm70768,-1,-1,Gm70768-136021
ENSMUSG00000135981,Gm41964,-1,-1,Gm41964-135981
ENSMUSG00000138139,Gm70884,-1,-1,Gm70884-138139
ENSMUSG00000126531,ENSMUSG00000126531,-1,-1,ENSMUSG00000126531-126531
ENSMUSG00000126534,Gm70068,-1,-1,Gm70068-126534
ENSMUSG00000127877,Gm70188,-1,-1,Gm70188-127877
ENSMUSG00000139643,Gm70964,-1,-1,Gm70964-139643
ENSMUSG00000131476,Gm70514,-1,-1,Gm70514-131476
ENSMUSG00000124359,Gm69681,-1,-1,Gm69681-124359
ENSMUSG00000132309,Gm71635,-1,-1,Gm71635-132309
ENSMUSG00000139367,Gm70945,-1,-1,Gm70945-139367
ENSMUSG00000129655,Gm70385,-1,-1,Gm70385-129655
ENSMUSG00000131588,Gm70529,-1,-1,Gm70529-131588
ENSMUSG00000127907,Gm41966,-1,-1,Gm41966-127907
ENSMUSG00000123823,Gm69614,-1,-1,Gm69614-123823
ENSMUSG00000144231,ENSMUSG00000144231,-1,-1,ENSMUSG00000144231-144231
ENSMUSG00000137629,Gm70853,-1,-1,Gm70853-137629
ENSMUSG00000138541,Gm70898,-1,-1,Gm70898-138541
ENSMUSG00000136357,Gm70780,-1,-1,Gm70780-136357
ENSMUSG00000135923,Gm71341,-1,-1,Gm71341-135923
ENSMUSG00000133582,Gm41967,-1,-1,Gm41967-133582
ENSMUSG00000143582,Gm71196,-1,-1,Gm71196-143582
ENSMUSG00000139438,Gm36297,-1,-1,Gm36297-139438
ENSMUSG00000139399,ENSMUSG00000139399,-1,-1,ENSMUSG00000139399-139399
ENSMUSG00000139486,Gm70948,-1,-1,Gm70948-139486
ENSMUSG00000139563,Gm70955,-1,-1,Gm70955-139563
ENSMUSG00000126610,Gm70073,-1,-1,Gm70073-126610
ENSMUSG00000132650,Gm70573,-1,-1,Gm70573-132650
ENSMUSG00000138197,Gm70885,-1,-1,Gm70885-138197
ENSMUSG00000134615,Gm70668,-1,-1,Gm70668-134615
ENSMUSG00000124100,Gm69633,-1,-1,Gm69633-124100
ENSMUSG00000137879,Gm70869,-1,-1,Gm70869-137879
ENSMUSG00000134986,Gm70701,-1,-1,Gm70701-134986
ENSMUSG00000125935,Gm41969,-1,-1,Gm41969-125935
ENSMUSG00000142856,Gm71148,-1,-1,Gm71148-142856
ENSMUSG00000142815,Gm71147,-1,-1,Gm71147-142815
ENSMUSG00000142900,Gm71151,-1,-1,Gm71151-142900
ENSMUSG00000142945,Gm71156,-1,-1,Gm71156-142945
ENSMUSG00000139734,Gm70970,-1,-1,Gm70970-139734
ENSMUSG00000122215,Gm53608,-1,-1,Gm53608-122215
ENSMUSG00000140078,Gm70985,-1,-1,Gm70985-140078
ENSMUSG00000142104,Gm71106,-1,-1,Gm71106-142104
ENSMUSG00000142021,Gm71099,-1,-1,Gm71099-142021
ENSMUSG00000142141,Gm71110,-1,-1,Gm71110-142141
ENSMUSG00000142063,Gm71103,-1,-1,Gm71103-142063
ENSMUSG00000139117,Gm70930,-1,-1,Gm70930-139117
ENSMUSG00000139614,1700040K01Rik,-1,-1,1700040K01Rik-139614
ENSMUSG00000136827,Gm70811,-1,-1,Gm70811-136827
ENSMUSG00000133830,Gm70638,-1,-1,Gm70638-133830
ENSMUSG00000143190,Gm71171,-1,-1,Gm71171-143190
ENSMUSG00000143231,Gm71174,-1,-1,Gm71174-143231
ENSMUSG00000129684,Gm71233,-1,-1,Gm71233-129684
ENSMUSG00000126204,ENSMUSG00000126204,-1,-1,ENSMUSG00000126204-126204
ENSMUSG00000126367,Gm71250,-1,-1,Gm71250-126367
ENSMUSG00000126412,Gm71251,-1,-1,Gm71251-126412
ENSMUSG00000126287,Gm71252,-1,-1,Gm71252-126287
ENSMUSG00000122764,Gm71253,-1,-1,Gm71253-122764
ENSMUSG00000126326,Gm70050,-1,-1,Gm70050-126326
ENSMUSG00000143860,Gm30388,-1,-1,Gm30388-143860
ENSMUSG00000130019,Gm70425,-1,-1,Gm70425-130019
ENSMUSG00000122897,Gm69506,-1,-1,Gm69506-122897
ENSMUSG00000142656,Gm71140,-1,-1,Gm71140-142656
ENSMUSG00000141234,Gm30521,-1,-1,Gm30521-141234
ENSMUSG00000141271,Gm41976,-1,-1,Gm41976-141271
ENSMUSG00000142052,Gm30602,-1,-1,Gm30602-142052
ENSMUSG00000138278,Gm70887,-1,-1,Gm70887-138278
ENSMUSG00000122204,Gm69391,-1,-1,Gm69391-122204
ENSMUSG00000140341,Gm71001,-1,-1,Gm71001-140341
ENSMUSG00000138522,Gm51651,-1,-1,Gm51651-138522
ENSMUSG00000138561,Gm70900,-1,-1,Gm70900-138561
ENSMUSG00000140011,Gm70980,-1,-1,Gm70980-140011
ENSMUSG00000122810,Gm69473,-1,-1,Gm69473-122810
ENSMUSG00000122848,Gm69486,-1,-1,Gm69486-122848
ENSMUSG00000122895,Gm41981,-1,-1,Gm41981-122895
ENSMUSG00000143476,Gm71187,-1,-1,Gm71187-143476
ENSMUSG00000130514,Gm70452,-1,-1,Gm70452-130514
ENSMUSG00000142335,Gm31713,-1,-1,Gm31713-142335
ENSMUSG00000122970,Gm69521,-1,-1,Gm69521-122970
ENSMUSG00000122928,Gm31772,-1,-1,Gm31772-122928
ENSMUSG00000124917,Gm69847,-1,-1,Gm69847-124917
ENSMUSG00000124880,Gm69842,-1,-1,Gm69842-124880
ENSMUSG00000140712,Gm53631,-1,-1,Gm53631-140712
ENSMUSG00000133583,Gm70631,-1,-1,Gm70631-133583
ENSMUSG00000131678,Gm51653,-1,-1,Gm51653-131678
ENSMUSG00000121909,Gm68747,-1,-1,Gm68747-121909
ENSMUSG00000129443,Gm70363,-1,-1,Gm70363-129443
ENSMUSG00000124655,Gm69749,-1,-1,Gm69749-124655
ENSMUSG00000124700,Gm69769,-1,-1,Gm69769-124700
ENSMUSG00000137842,Gm70864,-1,-1,Gm70864-137842
ENSMUSG00000141289,Gm39682,-1,-1,Gm39682-141289
ENSMUSG00000141366,Gm71056,-1,-1,Gm71056-141366
ENSMUSG00000141328,Gm71052,-1,-1,Gm71052-141328
ENSMUSG00000125295,Gm69913,-1,-1,Gm69913-125295
ENSMUSG00000125255,Gm39683,-1,-1,Gm39683-125255
ENSMUSG00000141817,Gm71086,-1,-1,Gm71086-141817
ENSMUSG00000121840,Gm68672,-1,-1,Gm68672-121840
ENSMUSG00000128294,Gm70243,-1,-1,Gm70243-128294
ENSMUSG00000128332,Gm70253,-1,-1,Gm70253-128332
ENSMUSG00000128366,Gm70254,-1,-1,Gm70254-128366
ENSMUSG00000142865,Gm71150,-1,-1,Gm71150-142865
ENSMUSG00000129003,Gm70322,-1,-1,Gm70322-129003
ENSMUSG00000121798,Gm70636,-1,-1,Gm70636-121798
ENSMUSG00000141317,Gm71050,-1,-1,Gm71050-141317
ENSMUSG00000131784,Gm70539,-1,-1,Gm70539-131784
ENSMUSG00000143603,Gm71198,-1,-1,Gm71198-143603
ENSMUSG00000126179,Gm70025,-1,-1,Gm70025-126179
ENSMUSG00000143846,Gm51655,-1,-1,Gm51655-143846
ENSMUSG00000124872,Gm69839,-1,-1,Gm69839-124872
ENSMUSG00000131427,Gm70512,-1,-1,Gm70512-131427
ENSMUSG00000122999,Gm69523,-1,-1,Gm69523-122999
ENSMUSG00000131503,Gm70520,-1,-1,Gm70520-131503
ENSMUSG00000143858,Gm71208,-1,-1,Gm71208-143858
ENSMUSG00000137052,Gm70825,-1,-1,Gm70825-137052
ENSMUSG00000127896,Gm39686,-1,-1,Gm39686-127896
ENSMUSG00000138507,Gm70896,-1,-1,Gm70896-138507
ENSMUSG00000125720,Gm69988,-1,-1,Gm69988-125720
ENSMUSG00000139035,Gm70927,-1,-1,Gm70927-139035
ENSMUSG00000125273,Gm69906,-1,-1,Gm69906-125273
ENSMUSG00000135718,Gm71642,-1,-1,Gm71642-135718
ENSMUSG00000122285,Gm31348,-1,-1,Gm31348-122285
ENSMUSG00000136005,Gm70767,-1,-1,Gm70767-136005
ENSMUSG00000128229,Gm53640,-1,-1,Gm53640-128229
ENSMUSG00000131911,4933417C20Rik,-1,-1,4933417C20Rik-131911
ENSMUSG00000129348,Gm70355,-1,-1,Gm70355-129348
ENSMUSG00000123947,Gm69624,-1,-1,Gm69624-123947
ENSMUSG00000128194,Gm70216,-1,-1,Gm70216-128194
ENSMUSG00000136366,Gm70781,-1,-1,Gm70781-136366
