ENSEMBL_gene,HGNC_symbol,a,b,HGNC_symbol_unique
ENSG00000282807,ENSG00000282807.3,3,631,ENSG00000282807.3-282807
ENSG00000283801,MIR1302-11,1,138,MIR1302-11-283801
ENSG00000282591,FAM138F,1,1285,FAM138F-282591
ENSG00000282137,OR4G3P,1,913,OR4G3P-282137
ENSG00000290363,ENSG00000290363.1,1,1788,ENSG00000290363.1-290363
ENSG00000267310,OR4G1P,3,938,OR4G1P-267310
ENSG00000176695,OR4F17,8,3265,OR4F17-176695
ENSG00000267792,WBP1LP11,1,328,WBP1LP11-267792
ENSG00000266971,OR4F8P,1,937,OR4F8P-266971
ENSG00000282535,ENSG00000282535.1,1,1018,ENSG00000282535.1-282535
ENSG00000290384,ENSG00000290384.1,1,563,ENSG00000290384.1-290384
ENSG00000281379,SEPTIN14P19,3,211,SEPTIN14P19-281379
ENSG00000282059,CICP19,1,2357,CICP19-282059
ENSG00000282416,ENSG00000282416.1,1,757,ENSG00000282416.1-282416
ENSG00000282051,ENSG00000282051.1,1,634,ENSG00000282051.1-282051
ENSG00000282508,LINC01002,2,8711,LINC01002-282508
ENSG00000282339,ENSG00000282339.1,1,676,ENSG00000282339.1-282339
ENSG00000222329,RNU6-1076P,1,104,RNU6-1076P-222329
ENSG00000282393,ENSG00000282393.1,1,3021,ENSG00000282393.1-282393
ENSG00000141934,PLPP2,10,6958,PLPP2-141934
ENSG00000267124,ENSG00000267124.2,2,542,ENSG00000267124.2-267124
ENSG00000105556,MIER2,12,3810,MIER2-105556
ENSG00000105549,THEG,11,2086,THEG-105549
ENSG00000286667,ENSG00000286667.1,1,2226,ENSG00000286667.1-286667
ENSG00000267443,ENSG00000267443.2,2,529,ENSG00000267443.2-267443
ENSG00000183186,C2CD4C,8,3099,C2CD4C-183186
ENSG00000129946,SHC2,11,4162,SHC2-129946
ENSG00000252539,RNA5SP462,1,112,RNA5SP462-252539
ENSG00000181781,ODF3L2,10,1718,ODF3L2-181781
ENSG00000099866,MADCAM1,16,2453,MADCAM1-99866
ENSG00000266933,MADCAM1-AS1,2,850,MADCAM1-AS1-266933
ENSG00000141933,TPGS1,9,3642,TPGS1-141933
ENSG00000099804,CDC34,9,1894,CDC34-99804
ENSG00000197540,GZMM,8,945,GZMM-197540
ENSG00000267751,BSG-AS1,6,1580,BSG-AS1-267751
ENSG00000172270,BSG,22,4418,BSG-172270
ENSG00000099822,HCN2,3,3420,HCN2-99822
ENSG00000267036,ENSG00000267036.2,2,871,ENSG00000267036.2-267036
ENSG00000099821,POLRMT,14,5060,POLRMT-99821
ENSG00000261204,ENSG00000261204.1,1,433,ENSG00000261204.1-261204
ENSG00000070388,FGF22,12,2780,FGF22-70388
ENSG00000070423,RNF126,18,3452,RNF126-70423
ENSG00000267666,ENSG00000267666.2,2,3319,ENSG00000267666.2-267666
ENSG00000070404,FSTL3,10,3033,FSTL3-70404
ENSG00000185198,PRSS57,12,1090,PRSS57-185198
ENSG00000213726,RPS2P52,5,820,RPS2P52-213726
ENSG00000099864,PALM,18,4912,PALM-99864
ENSG00000099812,MISP,9,2980,MISP-99812
ENSG00000272473,ENSG00000272473.2,2,1650,ENSG00000272473.2-272473
ENSG00000267530,LINC01836,5,1720,LINC01836-267530
ENSG00000011304,PTBP1,22,7521,PTBP1-11304
ENSG00000284361,MIR4745,1,62,MIR4745-284361
ENSG00000129951,PLPPR3,19,2719,PLPPR3-129951
ENSG00000263414,MIR3187,1,70,MIR3187-263414
ENSG00000172232,AZU1,10,1782,AZU1-172232
ENSG00000196415,PRTN3,10,1107,PRTN3-196415
ENSG00000197561,ELANE,7,1028,ELANE-197561
ENSG00000197766,CFD,9,1818,CFD-197766
ENSG00000175221,MED16,16,4222,MED16-175221
ENSG00000207507,RNU6-9,1,107,RNU6-9-207507
ENSG00000198858,R3HDM4,10,2957,R3HDM4-198858
ENSG00000116014,KISS1R,10,1670,KISS1R-116014
ENSG00000116017,ARID3A,11,7217,ARID3A-116017
ENSG00000267159,ENSG00000267159.2,2,328,ENSG00000267159.2-267159
ENSG00000275162,ENSG00000275162.1,1,341,ENSG00000275162.1-275162
ENSG00000065268,WDR18,11,2283,WDR18-65268
ENSG00000266990,ENSG00000266990.1,1,641,ENSG00000266990.1-266990
ENSG00000116032,GRIN3B,5,3281,GRIN3B-116032
ENSG00000182087,TMEM259,14,4031,TMEM259-182087
ENSG00000274177,ENSG00000274177.1,1,440,ENSG00000274177.1-274177
ENSG00000207357,RNU6-2,1,107,RNU6-2-207357
ENSG00000064666,CNN2,15,3640,CNN2-64666
ENSG00000279753,ENSG00000279753.1,1,338,ENSG00000279753.1-279753
ENSG00000064687,ABCA7,13,9591,ABCA7-64687
ENSG00000180448,ARHGAP45,11,6237,ARHGAP45-180448
ENSG00000099817,POLR2E,12,4870,POLR2E-99817
ENSG00000167468,GPX4,20,1840,GPX4-167468
ENSG00000064932,SBNO2,16,6610,SBNO2-64932
ENSG00000290166,ENSG00000290166.1,1,489,ENSG00000290166.1-290166
ENSG00000118046,STK11,17,8811,STK11-118046
ENSG00000267736,HMGB2P1,2,634,HMGB2P1-267736
ENSG00000099625,CBARP,14,4591,CBARP-99625
ENSG00000267778,CBARP-DT,1,844,CBARP-DT-267778
ENSG00000099624,ATP5F1D,8,2249,ATP5F1D-99624
ENSG00000288704,ENSG00000288704.1,1,1105,ENSG00000288704.1-288704
ENSG00000167470,MIDN,14,4513,MIDN-167470
ENSG00000099622,CIRBP,14,6368,CIRBP-99622
ENSG00000267493,CIRBP-AS1,4,1356,CIRBP-AS1-267493
ENSG00000228300,FAM174C,14,2096,FAM174C-228300
ENSG00000099617,EFNA2,4,2424,EFNA2-99617
ENSG00000240846,RPS15P9,2,319,RPS15P9-240846
ENSG00000267372,ENSG00000267372.2,2,1238,ENSG00000267372.2-267372
ENSG00000160953,PWWP3A,17,9876,PWWP3A-160953
ENSG00000279488,ENSG00000279488.1,1,2127,ENSG00000279488.1-279488
ENSG00000267755,ENSG00000267755.1,1,446,ENSG00000267755.1-267755
ENSG00000115286,NDUFS7,21,7456,NDUFS7-115286
ENSG00000280486,ENSG00000280486.2,2,2711,ENSG00000280486.2-280486
ENSG00000248015,ENSG00000248015.7,7,3571,ENSG00000248015.7-248015
ENSG00000130005,GAMT,13,2403,GAMT-130005
ENSG00000071626,DAZAP1,17,9201,DAZAP1-71626
ENSG00000115268,RPS15,10,2138,RPS15-115268
ENSG00000268798,ENSG00000268798.1,1,1100,ENSG00000268798.1-268798
ENSG00000115266,APC2,12,12635,APC2-115266
ENSG00000267317,ENSG00000267317.2,2,911,ENSG00000267317.2-267317
ENSG00000119559,C19orf25,17,4774,C19orf25-119559
ENSG00000115257,PCSK4,15,3792,PCSK4-115257
ENSG00000115255,REEP6,12,2030,REEP6-115255
ENSG00000185761,ADAMTSL5,11,3621,ADAMTSL5-185761
ENSG00000185988,PLK5,15,3972,PLK5-185988
ENSG00000267092,ENSG00000267092.2,2,457,ENSG00000267092.2-267092
ENSG00000181588,MEX3D,17,3114,MEX3D-181588
ENSG00000239367,RN7SL477P,2,286,RN7SL477P-239367
ENSG00000071655,MBD3,18,7909,MBD3-71655
ENSG00000279009,ENSG00000279009.1,1,148,ENSG00000279009.1-279009
ENSG00000267059,ENSG00000267059.2,2,1002,ENSG00000267059.2-267059
ENSG00000127540,UQCR11,12,2137,UQCR11-127540
ENSG00000071564,TCF3,19,6368,TCF3-71564
ENSG00000252933,RNU6-1223P,1,104,RNU6-1223P-252933
ENSG00000275642,Metazoa_SRP,1,281,Metazoa_SRP-275642
ENSG00000267073,ENSG00000267073.1,1,458,ENSG00000267073.1-267073
ENSG00000205922,ONECUT3,5,7185,ONECUT3-205922
ENSG00000130270,ATP8B3,16,7014,ATP8B3-130270
ENSG00000079313,REXO1,15,5579,REXO1-79313
ENSG00000267007,ENSG00000267007.1,1,447,ENSG00000267007.1-267007
ENSG00000284216,MIR1909,1,80,MIR1909-284216
ENSG00000267244,ENSG00000267244.5,5,2454,ENSG00000267244.5-267244
ENSG00000267125,ENSG00000267125.2,2,500,ENSG00000267125.2-267125
ENSG00000129911,KLF16,9,2966,KLF16-129911
ENSG00000267141,ENSG00000267141.1,1,607,ENSG00000267141.1-267141
ENSG00000261526,ENSG00000261526.3,3,1689,ENSG00000261526.3-261526
ENSG00000267232,ENSG00000267232.1,1,581,ENSG00000267232.1-267232
ENSG00000129968,ABHD17A,17,6163,ABHD17A-129968
ENSG00000227500,SCAMP4,11,6953,SCAMP4-227500
ENSG00000213638,ADAT3,6,2216,ADAT3-213638
ENSG00000133275,CSNK1G2,16,3781,CSNK1G2-133275
ENSG00000180846,CSNK1G2-AS1,8,1346,CSNK1G2-AS1-180846
ENSG00000133243,BTBD2,10,5934,BTBD2-133243
ENSG00000267283,ENSG00000267283.1,1,935,ENSG00000267283.1-267283
ENSG00000279653,ENSG00000279653.1,1,1002,ENSG00000279653.1-279653
ENSG00000275468,ENSG00000275468.1,1,929,ENSG00000275468.1-275468
ENSG00000267180,ENSG00000267180.1,1,199,ENSG00000267180.1-267180
ENSG00000099875,MKNK2,16,5221,MKNK2-99875
ENSG00000172081,MOB3A,14,4145,MOB3A-172081
ENSG00000099840,IZUMO4,14,2770,IZUMO4-99840
ENSG00000065000,AP3D1,20,9317,AP3D1-65000
ENSG00000104885,DOT1L,19,11488,DOT1L-104885
ENSG00000267122,ENSG00000267122.1,1,2738,ENSG00000267122.1-267122
ENSG00000104886,PLEKHJ1,12,4655,PLEKHJ1-104886
ENSG00000221411,MIR1227,1,88,MIR1227-221411
ENSG00000284129,MIR6789,1,98,MIR6789-284129
ENSG00000104897,SF3A2,10,2790,SF3A2-104897
ENSG00000104899,AMH,8,2587,AMH-104899
ENSG00000284272,MIR4321,1,80,MIR4321-284272
ENSG00000167476,JSRP1,10,1950,JSRP1-167476
ENSG00000104904,OAZ1,12,3436,OAZ1-104904
ENSG00000273734,ENSG00000273734.1,1,1268,ENSG00000273734.1-273734
ENSG00000188305,PEAK3,6,2564,PEAK3-188305
ENSG00000220008,LINGO3,4,4940,LINGO3-220008
ENSG00000288156,ENSG00000288156.1,1,2609,ENSG00000288156.1-288156
ENSG00000286880,ENSG00000286880.1,1,1225,ENSG00000286880.1-286880
ENSG00000130332,LSM7,15,1686,LSM7-130332
ENSG00000005206,SPPL2B,17,7419,SPPL2B-5206
ENSG00000178297,TMPRSS9,15,4350,TMPRSS9-178297
ENSG00000099800,TIMM13,8,1664,TIMM13-99800
ENSG00000176619,LMNB2,13,5395,LMNB2-176619
ENSG00000283728,MIR7108,1,87,MIR7108-283728
ENSG00000267201,LINC01775,1,371,LINC01775-267201
ENSG00000099860,GADD45B,9,2138,GADD45B-99860
ENSG00000252962,RNU6-993P,1,95,RNU6-993P-252962
ENSG00000176533,GNG7,13,4546,GNG7-176533
ENSG00000105694,ELOCP28,3,317,ELOCP28-105694
ENSG00000263974,RN7SL121P,2,273,RN7SL121P-263974
ENSG00000267412,ENSG00000267412.1,1,1708,ENSG00000267412.1-267412
ENSG00000277904,MIR7850,1,79,MIR7850-277904
ENSG00000267214,ENSG00000267214.1,1,454,ENSG00000267214.1-267214
ENSG00000267749,ENSG00000267749.1,1,2016,ENSG00000267749.1-267749
ENSG00000276097,ENSG00000276097.1,1,578,ENSG00000276097.1-276097
ENSG00000176490,DIRAS1,5,3439,DIRAS1-176490
ENSG00000267001,ENSG00000267001.1,1,543,ENSG00000267001.1-267001
ENSG00000286460,ENSG00000286460.1,1,2520,ENSG00000286460.1-286460
ENSG00000261342,ENSG00000261342.1,1,1585,ENSG00000261342.1-261342
ENSG00000141873,SLC39A3,11,4428,SLC39A3-141873
ENSG00000104969,SGTA,11,8248,SGTA-104969
ENSG00000172009,THOP1,15,7421,THOP1-172009
ENSG00000172006,ZNF554,12,5653,ZNF554-172006
ENSG00000186300,ZNF555,12,8542,ZNF555-186300
ENSG00000267063,ENSG00000267063.1,1,555,ENSG00000267063.1-267063
ENSG00000287766,ENSG00000287766.1,1,1424,ENSG00000287766.1-287766
ENSG00000172000,ZNF556,7,6574,ZNF556-172000
ENSG00000267398,RPL35AP38,1,326,RPL35AP38-267398
ENSG00000266938,ENSG00000266938.1,1,598,ENSG00000266938.1-266938
ENSG00000171970,ZNF57,14,2225,ZNF57-171970
ENSG00000253392,ENSG00000253392.4,4,2792,ENSG00000253392.4-253392
ENSG00000175691,ZNF77,9,2437,ZNF77-175691
ENSG00000279452,ENSG00000279452.1,1,1610,ENSG00000279452.1-279452
ENSG00000288906,ENSG00000288906.1,1,998,ENSG00000288906.1-288906
ENSG00000104953,TLE6,20,3555,TLE6-104953
ENSG00000065717,TLE2,16,4141,TLE2-65717
ENSG00000267469,ENSG00000267469.1,1,564,ENSG00000267469.1-267469
ENSG00000104964,TLE5,15,5236,TLE5-104964
ENSG00000088256,GNA11,9,6285,GNA11-88256
ENSG00000267139,ENSG00000267139.1,1,452,ENSG00000267139.1-267139
ENSG00000267688,ENSG00000267688.1,1,472,ENSG00000267688.1-267688
ENSG00000266944,RPL35P10,1,362,RPL35P10-266944
ENSG00000060558,GNA15,4,2753,GNA15-60558
ENSG00000267551,GNA15-DT,3,2319,GNA15-DT-267551
ENSG00000125910,S1PR4,6,1663,S1PR4-125910
ENSG00000289471,ENSG00000289471.2,2,383,ENSG00000289471.2-289471
ENSG00000125912,NCLN,11,4175,NCLN-125912
ENSG00000161082,CELF5,13,6066,CELF5-161082
ENSG00000267448,ENSG00000267448.6,6,531,ENSG00000267448.6-267448
ENSG00000141905,NFIC,19,9801,NFIC-141905
ENSG00000280103,ENSG00000280103.1,1,402,ENSG00000280103.1-280103
ENSG00000279599,ENSG00000279599.1,1,208,ENSG00000279599.1-279599
ENSG00000095932,SMIM24,7,1481,SMIM24-95932
ENSG00000284638,SMIM44,2,1182,SMIM44-284638
ENSG00000129932,DOHH,10,2121,DOHH-129932
ENSG00000105325,FZR1,15,6477,FZR1-105325
ENSG00000252408,ENSG00000252408.1,1,73,ENSG00000252408.1-252408
ENSG00000161091,MFSD12,15,5290,MFSD12-161091
ENSG00000183397,TEKTIP1,6,675,TEKTIP1-183397
ENSG00000267436,MFSD12-AS1,1,565,MFSD12-AS1-267436
ENSG00000267231,ENSG00000267231.1,1,369,ENSG00000267231.1-267231
ENSG00000279590,ENSG00000279590.1,1,682,ENSG00000279590.1-279590
ENSG00000266959,ENSG00000266959.1,1,154,ENSG00000266959.1-266959
ENSG00000064961,HMG20B,19,3857,HMG20B-64961
ENSG00000179855,GIPC3,9,4423,GIPC3-179855
ENSG00000006638,TBXA2R,13,2827,TBXA2R-6638
ENSG00000226800,CACTIN-AS1,5,1913,CACTIN-AS1-226800
ENSG00000105298,CACTIN,14,5948,CACTIN-105298
ENSG00000186111,PIP5K1C,11,7106,PIP5K1C-186111
ENSG00000267304,ENSG00000267304.1,1,482,ENSG00000267304.1-267304
ENSG00000105289,TJP3,15,3964,TJP3-105289
ENSG00000011132,APBA3,12,5596,APBA3-11132
ENSG00000267205,ENSG00000267205.1,1,556,ENSG00000267205.1-267205
ENSG00000267138,ENSG00000267138.1,1,337,ENSG00000267138.1-267138
ENSG00000183617,MRPL54,5,985,MRPL54-183617
ENSG00000173976,RAX2,16,2421,RAX2-173976
ENSG00000267148,ENSG00000267148.1,1,187,ENSG00000267148.1-267148
ENSG00000007264,MATK,15,4138,MATK-7264
ENSG00000105278,ZFR2,12,6088,ZFR2-105278
ENSG00000266989,FTLP5,1,534,FTLP5-266989
ENSG00000167654,ATCAY,18,5304,ATCAY-167654
ENSG00000266627,RN7SL202P,2,262,RN7SL202P-266627
ENSG00000289254,ENSG00000289254.1,1,449,ENSG00000289254.1-289254
ENSG00000077009,NMRK2,14,1175,NMRK2-77009
ENSG00000167657,DAPK3,14,3549,DAPK3-167657
ENSG00000283928,MIR637,1,99,MIR637-283928
ENSG00000167658,EEF2,16,4021,EEF2-167658
ENSG00000206775,SNORD37,1,66,SNORD37-206775
ENSG00000105229,PIAS4,7,3556,PIAS4-105229
ENSG00000178951,ZBTB7A,9,6740,ZBTB7A-178951
ENSG00000268670,ENSG00000268670.1,1,684,ENSG00000268670.1-268670
ENSG00000126934,MAP2K2,15,7767,MAP2K2-126934
ENSG00000278007,Metazoa_SRP,1,241,Metazoa_SRP-278007
ENSG00000060566,CREB3L3,14,2648,CREB3L3-60566
ENSG00000077463,SIRT6,15,2749,SIRT6-77463
ENSG00000089847,ANKRD24,13,4522,ANKRD24-89847
ENSG00000105246,EBI3,6,1256,EBI3-105246
ENSG00000280247,ENSG00000280247.1,1,1020,ENSG00000280247.1-280247
ENSG00000105248,YJU2,16,1668,YJU2-105248
ENSG00000105251,SHD,11,2144,SHD-105251
ENSG00000167664,TMIGD2,9,1267,TMIGD2-167664
ENSG00000105255,FSD1,11,3113,FSD1-105255
ENSG00000178078,STAP2,12,2766,STAP2-178078
ENSG00000269425,ENSG00000269425.1,1,279,ENSG00000269425.1-269425
ENSG00000008382,MPND,16,2049,MPND-8382
ENSG00000269807,ENSG00000269807.1,1,357,ENSG00000269807.1-269807
ENSG00000267938,EIF1P6,1,334,EIF1P6-267938
ENSG00000269318,ENSG00000269318.1,1,1812,ENSG00000269318.1-269318
ENSG00000141985,SH3GL1,9,3685,SH3GL1-141985
ENSG00000267980,ENSG00000267980.1,1,746,ENSG00000267980.1-267980
ENSG00000167670,CHAF1A,16,4326,CHAF1A-167670
ENSG00000267255,ENSG00000267255.1,1,569,ENSG00000267255.1-267255
ENSG00000167671,UBXN6,12,5247,UBXN6-167671
ENSG00000266437,MIR4746,1,71,MIR4746-266437
ENSG00000267030,ENSG00000267030.1,1,540,ENSG00000267030.1-267030
ENSG00000280239,ENSG00000280239.1,1,2027,ENSG00000280239.1-280239
ENSG00000267769,ENSG00000267769.1,1,510,ENSG00000267769.1-267769
ENSG00000267011,ENSG00000267011.5,5,837,ENSG00000267011.5-267011
ENSG00000167674,HDGFL2,15,4286,HDGFL2-167674
ENSG00000167676,PLIN4,5,6505,PLIN4-167676
ENSG00000214456,PLIN5,8,4815,PLIN5-214456
ENSG00000267385,ENSG00000267385.1,1,1803,ENSG00000267385.1-267385
ENSG00000171236,LRG1,10,2702,LRG1-171236
ENSG00000167680,SEMA6B,17,4710,SEMA6B-167680
ENSG00000267408,ENSG00000267408.1,1,486,ENSG00000267408.1-267408
ENSG00000185361,TNFAIP8L1,9,6669,TNFAIP8L1-185361
ENSG00000074842,MYDGF,8,1670,MYDGF-74842
ENSG00000268565,ENSG00000268565.1,1,392,ENSG00000268565.1-268565
ENSG00000142002,DPP9,19,11114,DPP9-142002
ENSG00000205790,DPP9-AS1,1,3071,DPP9-AS1-205790
ENSG00000287884,ENSG00000287884.1,1,1875,ENSG00000287884.1-287884
ENSG00000176840,MIR7-3HG,14,2506,MIR7-3HG-176840
ENSG00000207630,MIR7-3,1,110,MIR7-3-207630
ENSG00000268536,ENSG00000268536.2,2,627,ENSG00000268536.2-268536
ENSG00000141965,FEM1A,5,9540,FEM1A-141965
ENSG00000269604,ENSG00000269604.1,1,3572,ENSG00000269604.1-269604
ENSG00000290068,ENSG00000290068.1,1,446,ENSG00000290068.1-290068
ENSG00000127666,TICAM1,11,2684,TICAM1-127666
ENSG00000267484,ENSG00000267484.1,1,511,ENSG00000267484.1-267484
ENSG00000105355,PLIN3,9,2739,PLIN3-105355
ENSG00000205784,ARRDC5,4,1667,ARRDC5-205784
ENSG00000276043,UHRF1,5,5145,UHRF1-276043
ENSG00000263409,MIR4747,1,54,MIR4747-263409
ENSG00000127663,KDM4B,15,14719,KDM4B-127663
ENSG00000105426,PTPRS,19,11794,PTPRS-105426
ENSG00000267550,PTPRS-AS1,1,346,PTPRS-AS1-267550
ENSG00000239524,RPL32P34,2,400,RPL32P34-239524
ENSG00000274447,ENSG00000274447.1,1,450,ENSG00000274447.1-274447
ENSG00000105428,ZNRF4,6,1440,ZNRF4-105428
ENSG00000223573,TINCR,7,4348,TINCR-223573
ENSG00000233270,SNRPEP4,1,279,SNRPEP4-233270
ENSG00000130254,SAFB2,12,6018,SAFB2-130254
ENSG00000160633,SAFB,13,7036,SAFB-160633
ENSG00000130255,RPL36,13,2271,RPL36-130255
ENSG00000174917,MICOS13,9,1474,MICOS13-174917
ENSG00000167733,HSD11B1L,14,2991,HSD11B1L-167733
ENSG00000196365,LONP1,12,5032,LONP1-196365
ENSG00000174898,CATSPERD,16,2781,CATSPERD-174898
ENSG00000212123,PRR22,4,1787,PRR22-212123
ENSG00000267157,ENSG00000267157.1,1,581,ENSG00000267157.1-267157
ENSG00000141994,DUS3L,16,3629,DUS3L-141994
ENSG00000171119,NRTN,3,1528,NRTN-171119
ENSG00000289543,ENSG00000289543.2,2,955,ENSG00000289543.2-289543
ENSG00000156413,FUT6,15,4542,FUT6-156413
ENSG00000171124,FUT3,14,3106,FUT3-171124
ENSG00000267709,ENSG00000267709.1,1,1188,ENSG00000267709.1-267709
ENSG00000130383,FUT5,7,1992,FUT5-130383
ENSG00000267740,ENSG00000267740.5,5,2193,ENSG00000267740.5-267740
ENSG00000174886,NDUFA11,14,4839,NDUFA11-174886
ENSG00000266941,ENSG00000266941.1,1,356,ENSG00000266941.1-266941
ENSG00000267314,ENSG00000267314.1,1,580,ENSG00000267314.1-267314
ENSG00000187650,VMAC,4,2240,VMAC-187650
ENSG00000267571,ENSG00000267571.1,1,589,ENSG00000267571.1-267571
ENSG00000105519,CAPS,18,2551,CAPS-105519
ENSG00000031823,RANBP3,14,7445,RANBP3-31823
ENSG00000266983,RANBP3-DT,3,1476,RANBP3-DT-266983
ENSG00000087903,RFX2,13,9094,RFX2-87903
ENSG00000267262,ENSG00000267262.2,2,739,ENSG00000267262.2-267262
ENSG00000267589,RPL32P37,1,418,RPL32P37-267589
ENSG00000267299,ENSG00000267299.1,1,325,ENSG00000267299.1-267299
ENSG00000130377,ACSBG2,14,3447,ACSBG2-130377
ENSG00000267415,ENSG00000267415.1,1,187,ENSG00000267415.1-267415
ENSG00000284490,ENSG00000284490.1,1,216,ENSG00000284490.1-284490
ENSG00000130382,MLLT1,9,4765,MLLT1-130382
ENSG00000267563,ENSG00000267563.1,1,523,ENSG00000267563.1-267563
ENSG00000280394,ENSG00000280394.1,1,402,ENSG00000280394.1-280394
ENSG00000167769,ACER1,5,1428,ACER1-167769
ENSG00000269802,ENSG00000269802.1,1,559,ENSG00000269802.1-269802
ENSG00000125656,CLPP,11,3531,CLPP-125656
ENSG00000125652,ALKBH7,8,1093,ALKBH7-125652
ENSG00000125650,PSPN,5,3911,PSPN-125650
ENSG00000125651,GTF2F1,14,2876,GTF2F1-125651
ENSG00000269444,ENSG00000269444.1,1,447,ENSG00000269444.1-269444
ENSG00000274390,MIR6885,1,66,MIR6885-274390
ENSG00000273758,MIR6790,1,63,MIR6790-273758
ENSG00000214347,ENSG00000214347.8,8,705,ENSG00000214347.8-214347
ENSG00000088247,KHSRP,19,5162,KHSRP-88247
ENSG00000284159,MIR3940,1,102,MIR3940-284159
ENSG00000181240,SLC25A41,14,1649,SLC25A41-181240
ENSG00000125648,SLC25A23,15,4881,SLC25A23-125648
ENSG00000130545,CRB3,16,1600,CRB3-130545
ENSG00000205744,DENND1C,10,4647,DENND1C-205744
ENSG00000275234,ENSG00000275234.1,1,688,ENSG00000275234.1-275234
ENSG00000104833,TUBB4A,12,3220,TUBB4A-104833
ENSG00000268203,ENSG00000268203.1,1,296,ENSG00000268203.1-268203
ENSG00000268191,ENSG00000268191.1,1,520,ENSG00000268191.1-268191
ENSG00000125657,TNFSF9,5,1634,TNFSF9-125657
ENSG00000268742,ENSG00000268742.1,1,540,ENSG00000268742.1-268742
ENSG00000269546,CLIC4P2,1,717,CLIC4P2-269546
ENSG00000199223,Y_RNA,1,102,Y_RNA-199223
ENSG00000125726,CD70,11,1530,CD70-125726
ENSG00000268785,RPL7P50,1,727,RPL7P50-268785
ENSG00000125735,TNFSF14,11,4780,TNFSF14-125735
ENSG00000125730,C3,18,11577,C3-125730
ENSG00000276980,ENSG00000276980.1,1,1357,ENSG00000276980.1-276980
ENSG00000125734,GPR108,16,3190,GPR108-125734
ENSG00000283950,MIR6791,1,67,MIR6791-283950
ENSG00000125733,TRIP10,18,3986,TRIP10-125733
ENSG00000269680,ENSG00000269680.1,1,686,ENSG00000269680.1-269680
ENSG00000125731,SH2D3A,13,5591,SH2D3A-125731
ENSG00000141968,VAV1,8,4311,VAV1-141968
ENSG00000174837,ADGRE1,15,3707,ADGRE1-174837
ENSG00000280091,ENSG00000280091.1,1,1839,ENSG00000280091.1-280091
ENSG00000269385,ENSG00000269385.1,1,272,ENSG00000269385.1-269385
ENSG00000276568,Metazoa_SRP,1,285,Metazoa_SRP-276568
ENSG00000290427,ENSG00000290427.1,1,3321,ENSG00000290427.1-290427
ENSG00000268845,ENSG00000268845.1,1,515,ENSG00000268845.1-268845
ENSG00000268758,ADGRE4P,8,1810,ADGRE4P-268758
ENSG00000269761,ENSG00000269761.1,1,1063,ENSG00000269761.1-269761
ENSG00000283679,ENSG00000283679.1,1,796,ENSG00000283679.1-283679
ENSG00000196589,MBD3L2B,8,841,MBD3L2B-196589
ENSG00000237247,MBD3L5,6,778,MBD3L5-237247
ENSG00000205718,MBD3L4,10,774,MBD3L4-205718
ENSG00000230522,MBD3L2,5,793,MBD3L2-230522
ENSG00000182315,MBD3L3,10,1114,MBD3L3-182315
ENSG00000130544,ZNF557,12,5759,ZNF557-130544
ENSG00000171105,INSR,14,10831,INSR-171105
ENSG00000104880,ARHGEF18,19,7671,ARHGEF18-104880
ENSG00000267852,ARHGEF18-AS1,1,363,ARHGEF18-AS1-267852
ENSG00000104883,PEX11G,8,1482,PEX11G-104883
ENSG00000198723,TEX45,11,2923,TEX45-198723
ENSG00000267952,ENSG00000267952.1,1,634,ENSG00000267952.1-267952
ENSG00000198816,ZNF358,7,2083,ZNF358-198816
ENSG00000269371,ENSG00000269371.1,1,293,ENSG00000269371.1-269371
ENSG00000090674,MCOLN1,16,3958,MCOLN1-90674
ENSG00000268614,ENSG00000268614.1,1,942,ENSG00000268614.1-268614
ENSG00000032444,PNPLA6,17,7161,PNPLA6-32444
ENSG00000076826,CAMSAP3,10,4884,CAMSAP3-76826
ENSG00000273657,MIR6792,1,67,MIR6792-273657
ENSG00000076924,XAB2,12,4653,XAB2-76924
ENSG00000229833,PET100,11,2169,PET100-229833
ENSG00000268400,ENSG00000268400.6,6,2223,ENSG00000268400.6-268400
ENSG00000174788,PCP2,10,770,PCP2-174788
ENSG00000268204,ENSG00000268204.1,1,843,ENSG00000268204.1-268204
ENSG00000076944,STXBP2,18,6071,STXBP2-76944
ENSG00000269228,RPS27AP19,1,458,RPS27AP19-269228
ENSG00000104918,RETN,8,516,RETN-104918
ENSG00000183019,MCEMP1,8,1449,MCEMP1-183019
ENSG00000269711,ENSG00000269711.1,1,777,ENSG00000269711.1-269711
ENSG00000181029,TRAPPC5,9,5679,TRAPPC5-181029
ENSG00000104921,FCER2,15,2451,FCER2-104921
ENSG00000182566,CLEC4G,15,1720,CLEC4G-182566
ENSG00000288669,ENSG00000288669.1,1,3987,ENSG00000288669.1-288669
ENSG00000090659,CD209,18,4414,CD209-90659
ENSG00000242636,RPL21P129,1,478,RPL21P129-242636
ENSG00000104938,CLEC4M,18,3977,CLEC4M-104938
ENSG00000268297,CLEC4GP1,1,870,CLEC4GP1-268297
ENSG00000290088,ENSG00000290088.1,1,494,ENSG00000290088.1-290088
ENSG00000269763,EXOSC3P2,1,497,EXOSC3P2-269763
ENSG00000142459,EVI5L,9,6267,EVI5L-142459
ENSG00000183248,PRR36,12,4467,PRR36-183248
ENSG00000268120,ENSG00000268120.1,1,667,ENSG00000268120.1-268120
